refseq,gene,exons,8N,8T,33N,33T,51N,51T,mapping_status
NM_005311,GRB10,16,350,229,493,545,1761,707,redundant_transcript
NM_015590,GPATCH4,8,235,153,260,400,571,350,selected
NM_002357,MXD1,6,1816,1185,4410,1408,3675,2606,selected
NM_014660,PHF14,17,517,339,848,843,1106,804,redundant_transcript
NM_025241,UBXN6,11,510,334,361,484,1397,469,selected
NM_201629,TJP2,21,778,509,709,656,1231,1567,redundant_transcript
NM_172373,ELF1,8,529,345,722,558,879,994,selected
NM_005692,ABCF2,16,276,180,141,375,622,271,selected
NM_005591,MRE11A,20,153,100,466,301,592,389,selected
NM_001077441,BCLAF1,13,819,534,1111,815,1504,1413,selected
NM_002189,IL15RA,7,100,10,95,144,350,222,selected
NM_182771,CREM,6,58,21,31,58,218,138,redundant_transcript
NM_033426,KIAA1737,4,619,323,517,722,1299,822,selected
NM_030648,SETD7,8,1450,1508,1612,1322,5597,3548,selected
NM_024663,NPEPL1,12,310,138,353,379,875,556,selected
NM_002489,NDUFA4,4,53,28,139,157,171,108,selected
NM_031284,ADPGK,7,210,76,347,569,920,584,selected
NM_001003697,ATP5J,4,54,47,122,71,193,122,redundant_transcript
NM_001135052,SYK,13,431,226,469,1060,939,595,redundant_transcript
NM_001001662,ZNF782,6,98,35,81,128,202,128,selected
NR_024156,SYK,13,431,226,474,1055,939,595,redundant_transcript
NM_033280,SEC11C,6,46,105,104,66,97,61,selected
NM_001006657,WDR35,28,141,74,203,387,420,266,selected
NM_020779,WDR35,27,141,74,203,387,420,266,redundant_transcript
NM_016373,WWOX,9,83,105,113,78,92,58,selected
NM_016525,UBAP1,7,604,385,514,676,1517,960,selected
NM_004331,BNIP3L,6,551,678,1272,769,1775,1123,selected
NM_014892,RBM16,20,859,523,1173,1420,2093,1328,selected
NR_004859,SCAND2,5,91,46,110,158,358,226,selected
NM_001661,ARL4D,2,405,264,330,335,501,568,selected
NM_020808,SIPA1L2,21,828,447,810,823,1173,1548,selected
NM_001136205,KCTD1,5,159,64,174,177,108,120,redundant_transcript
NM_177966,PDE12,3,490,339,399,406,739,364,selected
NM_001137550,LRRFIP1,24,216,220,308,312,1300,469,selected
NR_015360,FLJ33630,3,97,86,187,190,201,119,selected
NM_198236,ARHGEF11,41,814,552,801,814,2006,1241,selected
NM_012330,MYST4,18,336,166,470,476,822,679,selected
NM_005116,SLC23A2,17,328,224,499,507,891,528,selected
NM_005171,ATF1,7,125,52,205,208,301,385,selected
NM_001130702,BSCL2,12,205,405,167,170,501,257,selected
NM_001122835,TTC13,21,131,49,221,225,412,332,redundant_transcript
NM_001099409,EHBP1L1,19,2532,3588,2236,2278,10752,4406,selected
NM_001100399,PDS5A,33,1366,599,1565,1589,2767,2964,selected
NM_001017922,ERMAP,12,64,32,181,184,331,286,selected
NM_148894,FAM44A,26,1154,669,1451,1478,2855,2627,selected
NM_145803,TRAF6,8,55,16,117,119,143,180,selected
NM_017749,AMBRA1,19,360,128,362,368,797,605,selected
NM_004620,TRAF6,7,55,16,117,119,142,180,redundant_transcript
NM_014757,MAML1,5,725,805,599,609,1837,943,selected
NM_182490,ZNF227,6,58,29,60,61,156,122,selected
NM_002287,LAIR1,10,61,40,73,134,555,143,selected
NM_001130524,AP1M1,13,93,61,159,175,437,223,selected
NM_032493,AP1M1,12,93,61,159,175,437,223,redundant_transcript
NM_005335,HCLS1,14,274,180,279,311,2016,725,selected
NM_004755,RPS6KA5,17,221,145,457,273,402,339,selected
NM_012260,HACL1,17,84,55,201,215,329,111,selected
NM_001962,EFNA5,5,429,283,441,507,545,315,selected
NM_005962,MXI1,6,263,173,321,350,531,228,selected
NM_018998,FBXW5,9,628,414,465,947,2866,1101,selected
NM_014080,DUOX2,34,534,351,708,434,521,468,selected
NM_182913,SYNE2,11,678,448,774,1113,1502,838,redundant_transcript
NM_018036,ATG2B,42,896,592,1341,946,2257,1646,selected
NM_001128924,SH3D19,13,601,397,694,343,1479,1058,redundant_transcript
NM_001123383,BCOR,15,588,386,621,443,947,635,selected
NM_001123384,BCOR,14,588,386,621,443,946,635,redundant_transcript
NM_181354,OXR1,14,347,229,606,231,569,727,redundant_transcript
NM_001123385,BCOR,15,597,394,622,461,961,651,redundant_transcript
NM_018303,EXOC2,28,458,301,423,255,870,956,selected
NM_001102402,PCTP,6,52,57,104,27,249,159,selected
NR_002955,SNORA14A,1,1082,5638,13111,7656,10700,6808,selected
NM_080388,S100A16,3,4786,2778,2850,3695,5206,3325,selected
NR_002324,SNORA62,1,935,1615,3009,2119,3057,1956,selected
NM_139034,MAPK7,7,234,64,140,352,468,299,redundant_transcript
NM_032725,BUD13,10,112,47,123,139,252,161,selected
NM_001011551,C1GALT1C1,2,92,57,141,174,278,177,redundant_transcript
NM_001029884,PLEKHG1,17,429,85,274,632,1429,909,selected
NM_024107,TMUB2,3,197,130,246,178,674,429,redundant_transcript
NM_001012981,ZKSCAN2,7,87,90,142,131,408,260,selected
NM_033480,FBXO9,13,549,364,751,490,1018,650,selected
NM_001114093,LSM14A,11,577,654,806,594,1405,895,selected
NM_014458,KLHL20,12,162,121,272,205,522,334,selected
NM_153809,TAF1L,1,108,65,128,157,267,170,selected
NM_001136238,FLJ45032,2,103,63,101,160,340,217,redundant_transcript
NM_001003791,ERLIN2,7,24,49,50,23,82,52,redundant_transcript
NR_003140,SNORD117,1,2650,3130,36302,18226,12206,7782,selected
NM_144778,MBNL2,9,788,618,1295,725,2324,1482,selected
NM_031438,NUDT12,7,109,72,252,208,393,250,selected
NM_002688,SEPT5,12,449,716,408,418,1092,303,selected
NR_002223,TPRXL,3,113,45,149,153,98,127,selected
NM_002293,LAMC1,28,1911,1265,1575,2002,9951,4465,selected
NM_015473,HEATR5A,30,473,234,581,593,1315,934,selected
NM_198900,FMNL3,25,507,335,634,1143,4402,1850,redundant_transcript
NM_175736,FMNL3,26,507,335,636,1150,4421,1862,selected
NM_001980,STX2,10,79,52,151,305,698,400,redundant_transcript
NM_152879,DGKD,30,534,354,276,473,3247,551,selected
NM_004688,NMI,8,110,60,89,91,149,364,selected
NM_003762,VAMP4,8,94,62,103,89,159,226,selected
NM_032050,PATZ1,4,205,136,216,359,428,206,redundant_transcript
NM_015994,ATP6V1D,9,176,114,326,333,449,457,selected
NM_015952,RWDD1,7,83,33,91,93,208,138,redundant_transcript
NR_003938,SNORD81,1,4647,3081,20895,11354,6655,7131,selected
NM_080422,PTPN2,10,107,149,171,175,214,93,selected
NM_015353,KCTD2,6,549,364,373,670,1105,678,selected
NM_014872,ZBTB5,2,435,174,508,521,761,751,selected
NM_015548,DST,84,9494,3527,11850,12134,20378,16089,redundant_transcript
NM_014992,DAAM1,26,675,449,1099,859,1048,1563,selected
NM_001042383,CEP63,12,166,110,179,169,350,270,redundant_transcript
NM_003430,ZNF91,4,192,226,281,287,376,173,selected
NM_182757,RNF144B,8,566,375,548,440,1871,1290,selected
NM_001011513,PDLIM5,13,1434,954,1618,1429,2593,2048,selected
NM_001001701,LOC401152,2,605,401,773,364,1254,932,selected
NM_207306,KIAA0495,4,121,118,132,135,455,163,selected
NM_022096,ANKRD5,11,85,56,126,111,96,92,selected
NM_198798,ANKRD5,10,85,56,126,111,96,92,redundant_transcript
NM_004238,TRIP12,41,2161,1374,2399,2463,5114,4821,selected
NM_014784,ARHGEF11,40,812,552,776,796,1971,1226,redundant_transcript
NM_001008541,MXI1,5,256,169,315,342,515,222,redundant_transcript
NR_002959,SNORA18,1,187,124,1924,1235,1593,2868,selected
NM_182679,GPATCH4,8,240,159,263,405,594,366,redundant_transcript
NM_001009569,MLLT10,22,500,331,671,597,1219,1077,redundant_transcript
NM_005539,INPP5A,16,137,190,160,164,494,242,selected
NM_001080480,MBOAT1,13,158,156,195,200,330,108,selected
NM_014924,KIAA0831,10,256,169,438,407,933,687,selected
NM_006468,POLR3C,15,149,65,218,223,283,230,selected
NM_172315,MEIS2,12,61,26,154,158,180,115,redundant_transcript
NM_014320,HEBP2,4,334,221,533,261,661,486,selected
NM_018224,C7orf44,6,77,131,149,152,262,75,selected
NM_001007157,PHF14,18,487,297,753,769,1076,781,selected
NM_152415,VPS37A,12,209,162,283,290,593,324,selected
NM_003927,MBD2,7,585,489,675,689,1140,678,selected
NM_001001870,C17orf91,3,215,87,270,276,708,457,redundant_transcript
NM_002892,ARID4A,24,471,313,709,529,788,599,selected
NM_023000,ARID4A,24,455,302,686,509,759,570,redundant_transcript
NM_014462,LSM1,4,58,106,135,138,193,118,selected
NM_001039141,TRIOBP,23,913,606,798,1449,2400,1008,selected
NM_001042549,NSL1,7,188,135,200,205,512,301,selected
NM_015471,NSL1,6,188,135,200,205,512,301,redundant_transcript
NM_024836,ZNF672,4,410,310,288,295,857,453,selected
NM_022064,RNF123,39,523,414,607,622,2010,556,selected
NM_017745,BCOR,15,595,394,621,446,959,646,redundant_transcript
NM_004508,IDI1,5,241,160,515,329,288,454,selected
NM_006395,ATG7,19,330,218,489,533,1266,431,redundant_transcript
NM_001136031,ATG7,19,330,218,492,533,1273,431,selected
NM_001797,CDH11,13,138,92,126,298,1499,561,selected
NM_019839,LTB4R2,1,1028,688,500,928,1063,457,selected
NM_003648,DGKD,29,533,355,269,469,3241,549,redundant_transcript
NM_001033050,MTERFD3,3,50,33,123,50,124,112,selected
NM_025198,MTERFD3,3,50,33,123,50,124,112,redundant_transcript
NM_181453,GCC2,23,315,210,386,295,703,566,selected
NM_001038702,CDC42SE2,5,222,148,351,247,662,493,redundant_transcript
NM_198182,GRHL1,12,1129,755,1136,634,1068,1534,redundant_transcript
NM_005121,MED13,30,1979,1320,1990,1840,3975,4354,selected
NM_001009882,ZCCHC11,30,559,373,773,625,1098,1144,redundant_transcript
NM_001009881,ZCCHC11,30,560,373,773,625,1098,1144,selected
NM_015269,ZCCHC11,30,560,373,773,625,1098,1144,redundant_transcript
NM_005399,PRKAB2,8,547,364,800,779,1885,1395,selected
NR_003257,PDLIM5,12,1402,937,1602,1402,2496,2025,redundant_transcript
NR_024179,PDLIM5,12,1402,937,1602,1402,2496,2025,redundant_transcript
NM_024511,C4orf15,5,189,126,357,258,564,513,selected
NM_003488,AKAP1,11,923,616,738,1112,1891,1036,selected
NM_024116,TAF1D,6,189,126,368,284,463,452,selected
NM_080413,VPS16,20,216,144,254,328,767,244,redundant_transcript
NM_058191,C21orf66,8,209,139,293,245,416,283,redundant_transcript
NM_022802,CTBP2,9,164,109,158,288,459,251,redundant_transcript
NM_022344,C17orf75,10,87,58,167,152,114,145,selected
NM_003659,AGPS,20,595,398,744,613,1684,1277,selected
NM_023001,ARID4A,23,453,302,684,509,758,565,redundant_transcript
NM_170606,MLL3,59,2658,1780,2720,3023,5261,2737,selected
NM_130853,PTPRS,29,864,576,742,1299,1531,472,redundant_transcript
NM_130855,PTPRS,30,864,576,742,1299,1531,472,redundant_transcript
NM_003768,PEA15,4,1017,679,902,1026,3445,2115,selected
NM_001102454,ZNF219,5,310,193,187,491,381,245,redundant_transcript
NM_018153,ANTXR1,13,220,201,367,268,1018,656,redundant_transcript
NM_033083,EAF1,6,376,172,310,470,794,511,selected
NM_001042476,CARHSP1,4,547,314,368,393,1043,670,selected
NM_001122670,PHKA1,31,283,109,253,338,589,379,redundant_transcript
NM_002637,PHKA1,32,283,109,253,338,591,379,selected
NM_182760,SUMF1,9,179,103,176,326,437,280,selected
NM_032933,C18orf45,15,75,48,84,158,144,92,selected
NM_024678,NARS2,14,111,83,134,137,325,209,selected
NM_006260,DNAJC3,12,177,239,222,136,664,425,selected
NM_004507,HUS1,8,90,39,119,140,217,139,selected
NM_152692,C1GALT1C1,3,92,57,141,174,278,178,selected
NM_015342,PPWD1,11,187,155,249,223,334,215,selected
NM_014629,ARHGEF10,29,282,163,321,381,1104,711,selected
NM_032873,UBASH3B,14,163,69,103,238,539,346,selected
NM_024622,FASTKD1,15,173,242,251,164,437,280,selected
NM_134323,TARBP2,9,69,34,83,129,219,140,selected
NM_138572,TAF8,9,188,125,177,363,659,423,selected
NM_016480,PAIP2,4,287,367,538,429,883,566,redundant_transcript
NM_001033112,PAIP2,4,276,341,525,404,869,560,selected
NM_201998,SF1,13,958,1041,1260,1264,1952,1252,redundant_transcript
NM_201995,SF1,14,991,1054,1303,1317,2013,1291,selected
NM_207304,MBNL2,7,788,616,1288,710,2280,1462,redundant_transcript
NM_014822,SEC24D,23,296,144,256,264,1115,830,selected
NM_005530,IDH3A,11,456,370,477,493,952,609,selected
NM_153023,SPATA13,12,95,76,138,142,536,121,selected
NM_080423,PTPN2,9,107,147,169,174,207,93,redundant_transcript
NM_015450,POT1,19,90,32,150,155,213,496,redundant_transcript
NM_021971,GMPPB,9,151,182,156,161,442,167,selected
NM_014060,MCTS1,6,172,114,282,290,522,451,redundant_transcript
NR_003102,POT1,20,90,32,150,155,215,496,selected
NM_001042400,CEP63,13,161,107,164,169,345,273,redundant_transcript
NM_014039,C11orf54,8,179,63,184,189,266,193,selected
NM_015866,PRDM2,9,950,620,1085,1116,2221,1835,redundant_transcript
NM_001012665,DYNC2LI1,12,49,13,90,93,62,128,redundant_transcript
NM_001042588,SNUPN,9,88,57,128,132,311,262,redundant_transcript
NM_001077239,RNF214,15,190,62,204,210,408,377,selected
NM_207343,RNF214,15,190,62,204,210,412,377,redundant_transcript
NM_144671,FAM109A,3,131,108,99,102,350,171,selected
NM_012224,NEK1,34,280,154,454,467,577,533,selected
NM_145352,SCARF1,9,139,131,138,142,868,165,redundant_transcript
NM_004719,SFRS2IP,15,2207,990,2346,2409,3849,4463,selected
NM_018538,ERMAP,11,57,32,179,184,325,273,redundant_transcript
NM_015089,PARC,41,727,545,799,823,1729,853,selected
NM_014803,ZNF518A,6,651,142,1021,1055,1560,2110,selected
NM_032895,C17orf91,4,218,89,294,302,745,483,selected
NR_015339,C8orf83,5,96,25,147,152,223,701,selected
NM_001029880,SFMBT2,21,106,71,58,156,474,176,selected
NR_002746,SNORD47,1,46606,31448,259815,219685,91196,97780,selected
NR_003016,SNORA26,1,1185,798,4557,1630,1664,3025,selected
NM_016020,TFB1M,7,91,61,126,260,203,114,selected
NM_021805,SIGIRR,10,69,46,93,141,258,64,redundant_transcript
NM_004264,MED21,4,248,167,473,236,572,647,selected
NM_016652,CRNKL1,15,285,191,276,328,560,287,selected
NM_005749,TOB1,1,586,395,1196,446,948,1040,selected
NM_006224,PITPNA,12,842,565,795,1373,1338,851,selected
NM_001007099,SCP2,5,410,275,806,500,892,1047,redundant_transcript
NM_015242,ARAP1,33,980,659,1062,1279,4392,1874,redundant_transcript
NM_139181,CENTD2,33,980,659,1062,1279,4390,1874,selected
NM_001007100,SCP2,5,408,275,782,470,864,1029,redundant_transcript
NM_005858,AKAP8,14,337,227,404,417,689,467,selected
NM_002640,SERPINB8,7,261,175,216,388,589,314,selected
NM_022459,XPO4,23,836,562,918,658,1516,1128,selected
NM_003838,FPGT,4,124,83,298,99,372,417,selected
NM_001130913,ZNF720,5,103,69,128,65,132,135,selected
NM_001001549,GRB10,15,340,229,471,519,1698,677,redundant_transcript
NM_015021,ZNF292,8,1039,699,1579,1519,2158,2155,selected
NM_148179,C9orf23,2,82,55,51,188,168,87,redundant_transcript
NM_020860,STIM2,12,263,177,289,261,496,807,selected
NM_001003941,OGDH,9,555,374,364,640,1049,472,redundant_transcript
NM_002541,OGDH,23,1826,1226,1331,1812,3861,1585,selected
NM_001100426,RAP1GDS1,15,410,276,477,416,857,882,selected
NM_021159,RAP1GDS1,15,410,276,477,416,856,882,redundant_transcript
NM_021213,PCTP,6,52,49,104,27,245,158,redundant_transcript
NM_001101672,ZNF219,5,310,193,187,493,381,246,selected
NM_016271,RNF138,8,112,115,180,152,259,167,selected
NM_181571,CREM,8,55,25,39,51,226,146,selected
NM_001005742,GBA,12,99,64,106,162,312,202,redundant_transcript
NM_003735,PCDHGA12,4,788,384,623,979,1928,1246,selected
NM_001012267,CENPP,8,104,38,134,342,281,181,selected
NM_015447,CAMSAP1,17,1153,774,1131,1936,2339,1517,selected
NM_002749,MAPK7,7,235,64,142,353,469,304,selected
NM_031372,HNRPDL,8,716,606,1080,865,1253,811,redundant_transcript
NM_001004358,FGFRL1,7,93,50,36,206,227,147,redundant_transcript
NM_139013,MAPK14,10,246,349,405,305,859,557,redundant_transcript
NR_024415,OBFC2A,6,760,687,897,668,2144,1384,redundant_transcript
NM_000538,RFXAP,3,52,89,78,39,183,118,selected
NM_176792,MRPL43,5,71,70,133,114,167,108,redundant_transcript
NM_004604,STX4,11,227,116,310,464,798,516,selected
NM_032778,MINA,10,510,285,395,496,1009,651,redundant_transcript
NM_016169,SUFU,12,368,126,233,302,868,560,selected
NM_004281,BAG3,4,1328,497,882,1334,2262,1467,selected
NM_021927,GUF1,17,254,87,368,441,614,398,selected
NM_015726,WDR42A,14,959,833,1164,1168,3143,2027,selected
NM_014819,PJA2,10,1796,1530,2478,1764,4099,2654,selected
NM_003812,ADAM23,26,93,48,75,629,287,185,selected
NM_139118,YY1AP1,11,257,139,286,307,647,418,selected
NM_019857,CTPS2,19,118,84,225,166,264,170,selected
NM_175859,CTPS2,19,130,97,229,172,262,169,redundant_transcript
NM_007250,KLF8,6,373,23,483,501,567,684,selected
NM_003854,IL1RL2,12,110,23,112,116,127,86,selected
NM_152550,SH3RF2,10,1050,546,1144,1191,566,473,selected
NM_031439,SOX7,2,311,594,255,264,487,265,selected
NM_001128225,SLC39A13,10,195,164,184,191,848,427,selected
NM_152264,SLC39A13,10,195,164,184,191,841,427,redundant_transcript
NM_006888,CALM1,6,2272,3090,3742,3891,10748,6012,selected
NM_198042,PDLIM2,8,223,290,152,158,392,64,redundant_transcript
NM_017759,INO80D,11,1507,850,1569,1632,2648,2475,selected
NM_003273,TM7SF2,10,147,201,75,78,144,46,selected
NR_003104,POT1,20,92,32,150,156,213,496,redundant_transcript
NM_013334,GMPPB,8,153,182,158,164,447,169,redundant_transcript
NM_001042594,POT1,18,87,32,143,148,201,481,redundant_transcript
NM_019024,HEATR5B,36,747,349,934,967,1402,1359,selected
NM_001135642,INPP5K,14,161,98,174,181,573,438,selected
NM_017580,ZRANB1,9,768,517,805,834,1600,1374,selected
NM_007342,NUPL2,7,140,56,186,193,366,359,selected
NM_152787,MAP3K7IP3,11,511,341,801,832,858,636,selected
NM_003939,BTRC,14,336,210,352,366,965,879,redundant_transcript
NM_012231,PRDM2,10,843,534,887,923,2018,1438,selected
NM_001032293,ZNF207,11,892,517,1120,1164,1563,1404,redundant_transcript
NM_003457,ZNF207,11,904,518,1127,1166,1636,1419,redundant_transcript
NM_020846,SLAIN2,8,1054,421,1068,1111,1607,1742,selected
NM_006511,RSC1A1,1,361,230,384,398,910,614,selected
NM_002706,PPM1B,6,240,333,357,370,758,386,redundant_transcript
NM_001098268,LIG4,2,207,120,254,263,554,523,redundant_transcript
NM_206937,LIG4,3,204,120,254,264,553,526,selected
NM_001025248,DUT,7,118,221,268,279,508,326,selected
NM_002312,LIG4,2,205,126,254,263,569,530,redundant_transcript
NM_134427,RGS3,5,113,76,136,201,814,314,redundant_transcript
NM_002291,LAMB1,34,1066,721,1384,2180,10194,4489,selected
NM_144574,WDR20,3,230,155,284,285,497,420,redundant_transcript
NR_002749,SNORD45A,1,8282,5609,42947,29209,24109,18795,selected
NM_024725,CCDC82,10,163,110,242,149,382,305,selected
NM_001130110,SETBP1,4,114,77,104,151,277,86,redundant_transcript
NM_133339,RAD17,16,76,51,152,111,151,156,redundant_transcript
NM_001040056,MAPK3,8,583,394,321,342,817,406,redundant_transcript
NM_002746,MAPK3,9,580,392,321,342,811,406,selected
NM_001135190,ARAP1,31,960,651,1046,1257,4207,1795,redundant_transcript
NM_006910,RBBP6,18,742,501,861,766,1279,1101,selected
NM_018703,RBBP6,17,742,501,852,766,1272,1095,redundant_transcript
NM_198833,SERPINB8,7,261,176,216,389,591,314,redundant_transcript
NM_145648,SLC15A4,8,185,125,202,492,772,458,selected
NM_000934,SERPINF2,10,52,35,18,137,182,80,selected
NM_203418,RCAN1,4,329,223,391,362,850,612,redundant_transcript
NM_003390,WEE1,11,741,502,869,511,684,776,selected
NM_014326,DAPK2,12,104,70,100,366,465,96,selected
NM_006321,ARIH2,16,489,332,427,447,1465,593,selected
NM_004901,ENTPD4,13,220,149,221,308,783,351,redundant_transcript
NM_001031694,SCMH1,16,300,203,220,267,636,347,selected
NM_024646,ZYG11B,14,754,510,931,334,1821,1214,selected
NM_001079537,TRAPPC6B,6,229,155,401,284,590,619,selected
NM_002542,OGG1,7,76,51,108,203,245,95,redundant_transcript
NM_003161,RPS6KB1,15,210,142,305,193,449,405,selected
NM_032828,ZNF587,3,303,205,315,311,915,795,selected
NM_144710,SEPT10,11,278,188,472,457,488,506,selected
NM_178584,SEPT10,10,277,188,470,456,482,500,redundant_transcript
NM_001100427,RAP1GDS1,15,408,276,477,416,857,882,redundant_transcript
NM_016820,OGG1,7,76,51,108,203,245,95,redundant_transcript
NM_002850,PTPRS,38,980,664,834,1420,1729,523,selected
NM_002526,NT5E,9,132,51,87,91,796,648,selected
NM_020672,S100A14,4,7895,4725,4019,4187,3305,3258,selected
NM_001129765,NSDHL,9,150,61,155,162,244,235,selected
NM_001137554,MCTS1,6,167,112,277,289,510,430,selected
NM_022484,TMEM168,5,354,168,628,656,881,1150,selected
NM_005920,MEF2D,12,901,679,684,713,3589,1403,selected
NM_199054,MKNK2,14,2647,2613,1395,1462,4647,1322,redundant_transcript
NM_006768,BRAP,12,172,114,213,222,356,313,selected
NM_032783,CBR4,5,160,68,292,305,402,274,selected
NM_207040,TCF12,13,390,187,531,556,1304,1120,redundant_transcript
NM_207037,TCF12,21,459,246,608,635,1469,1233,redundant_transcript
NM_003205,TCF12,20,459,246,608,635,1469,1233,redundant_transcript
NM_004253,PLAA,13,243,90,306,319,489,345,redundant_transcript
NM_020795,NLGN2,7,334,286,207,217,1540,670,selected
NM_018469,TEX2,12,476,414,476,496,1615,950,selected
NM_001031689,PLAA,14,298,129,343,358,578,413,selected
NM_172240,WDR51B,12,116,28,142,148,225,198,selected
NM_001098507,ZNF207,12,914,518,1136,1190,1641,1428,selected
NM_033115,MGC16169,24,395,241,516,538,975,781,selected
NM_144695,C1orf58,13,190,79,248,259,358,374,selected
NM_145037,FAM55C,8,248,174,221,149,951,620,redundant_transcript
NM_001134456,FAM55C,8,248,180,220,154,963,629,selected
